schema_version,facility_id,source_dataset,source_record_id,facility_name,country_name,country_iso3,province,city,district,longitude_wgs84_deg,latitude_wgs84_deg,facility_status,location_source,location_confidence,location_confidence_reason,evaporation_type,evaporation_type_confidence,facility_subtype,target_facility_type,process_type_p,process_type_confidence,process_type_source,size_class_z,influent_type_w,influent_type_confidence,treatment_level,treatment_level_confidence,discharge_standard_d,discharge_standard_confidence,industry,high_salinity_exposure_level,classification_notes,wastewater_flow_m3_day,annual_wastewater_m3_year,wastewater_flow_source,wastewater_flow_confidence,q_brine_m3_year,q_brine_low_m3_year,q_brine_high_m3_year,q_brine_source,q_brine_confidence,tds_mg_l,tds_low_mg_l,tds_high_mg_l,tds_source,tds_confidence,target_recovery_fraction,target_recovery_source,target_recovery_confidence,selected_exposed_water_area_m2,rule_exposed_water_area_m2,calibrated_exposed_water_area_m2,observed_exposed_water_area_m2,exposed_water_area_source,exposed_water_area_confidence,exposed_water_area_status,site_context_area_m2,max_contiguous_land_area_m2,land_area_source,land_area_confidence,climate_station_id,climate_station_name,climate_station_longitude_deg,climate_station_latitude_deg,climate_station_distance_km,pev_baseline_mm_year,pev_baseline_period,pev_source,pev_spatial_confidence,precip_baseline_mm_year,mean_relative_humidity_fraction,mean_air_temperature_c,climate_data_status,baseline_uec_kwh_m3,uec_source,uec_confidence,influent_cod_mg_l,effluent_cod_mg_l,influent_tn_mg_l,effluent_tn_mg_l,water_quality_source,water_quality_confidence,electricity_price_region_key,grid_carbon_region_key,land_cost_region_key,parameter_profile_id,input_readiness_status,missing_required_fields,overall_record_confidence,record_source_locator,notes,climate_aux_baseline_period,climate_aux_source,climate_aux_confidence
task2_inputs_v1,HW_CHN_45151,HydroWASTE_v1.0+local_area_calibration_v1,45151,Beijing,China,CHN,北京市,,,116.506,40.007,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,medium_oxidation_sbr,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,medium_10_100kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,5000<WASTE_DIS<=100000 m3/d，按中等规模氧化沟/SBR/延时曝气代理,64900.0,23688500.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,64356.0,19470.0,64356.0,,ridge_log_area_calibrated_from_top500_rs_labels,medium,model_estimate_not_direct_observation,,,,missing,54433,朝阳 type: 一般站 Lat: 39.95 Lon: 116.5 altitude: 35.3 alt_qiya: 36.3 县级: 朝阳区 县级码: 110105 地级: 北京市 省级: 北京市,116.5,39.95,6.3587,1829.7904,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,552.7492682926829,0.5333588060118418,11.455902844341715,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45152,HydroWASTE_v1.0+local_area_calibration_v1,45152,Beijing,China,CHN,北京市,,,116.506,39.961,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,low_conventional,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,large_gt_100kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,WASTE_DIS>100000 m3/d，大型城市厂按紧凑常规机械二级处理代理,203000.0,74095000.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,12180.0,12180.0,12180.0,,fallback_rule_area_insufficient_rs_labels_for_scenario,low,model_estimate_not_direct_observation,,,,missing,54433,朝阳 type: 一般站 Lat: 39.95 Lon: 116.5 altitude: 35.3 alt_qiya: 36.3 县级: 朝阳区 县级码: 110105 地级: 北京市 省级: 北京市,116.5,39.95,1.3258,1829.7904,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,552.7492682926829,0.5333588060118418,11.455902844341715,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45153,HydroWASTE_v1.0+local_area_calibration_v1,45153,Beijing,China,CHN,北京市,,,116.532,39.907,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,low_conventional,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,large_gt_100kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,WASTE_DIS>100000 m3/d，大型城市厂按紧凑常规机械二级处理代理,828000.0,302220000.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,49680.0,49680.0,49680.0,,fallback_rule_area_insufficient_rs_labels_for_scenario,low,model_estimate_not_direct_observation,,,,missing,54433,朝阳 type: 一般站 Lat: 39.95 Lon: 116.5 altitude: 35.3 alt_qiya: 36.3 县级: 朝阳区 县级码: 110105 地级: 北京市 省级: 北京市,116.5,39.95,5.5052,1829.7904,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,552.7492682926829,0.5333588060118418,11.455902844341715,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45154,HydroWASTE_v1.0+local_area_calibration_v1,45154,Beijing,China,CHN,北京市,,,116.436,39.82,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,low_conventional,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,large_gt_100kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,WASTE_DIS>100000 m3/d，大型城市厂按紧凑常规机械二级处理代理,616000.0,224840000.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,36960.0,36960.0,36960.0,,fallback_rule_area_insufficient_rs_labels_for_scenario,low,model_estimate_not_direct_observation,,,,missing,54511,北京 type: 基本站 Lat: 39.8 Lon: 116.466667 altitude: 31.3 alt_qiya: 32.3 县级: 大兴区 县级码: 110115 地级: 北京市 省级: 北京市,116.4667,39.8,3.4362,1809.2504,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,552.7492682926829,0.5333588060118418,11.455902844341715,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45155,HydroWASTE_v1.0+local_area_calibration_v1,45155,Beijing,China,CHN,北京市,,,116.442,40.056,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,medium_oxidation_sbr,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,medium_10_100kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,5000<WASTE_DIS<=100000 m3/d，按中等规模氧化沟/SBR/延时曝气代理,35800.0,13067000.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,39260.0,10740.0,39260.0,,ridge_log_area_calibrated_from_top500_rs_labels,medium,model_estimate_not_direct_observation,,,,missing,54433,朝阳 type: 一般站 Lat: 39.95 Lon: 116.5 altitude: 35.3 alt_qiya: 36.3 县级: 朝阳区 县级码: 110105 地级: 北京市 省级: 北京市,116.5,39.95,12.7801,1829.7904,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,552.7492682926829,0.5333588060118418,11.455902844341715,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45156,HydroWASTE_v1.0+local_area_calibration_v1,45156,Beijing,China,CHN,北京市,,,116.053,40.214,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,high_pond_lagoon,low,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,small_lt_10kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,WASTE_DIS<=5000 m3/d，小规模厂更可能存在塘/湿地/开放水面系统,1500.0,547500.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,7500.0,7500.0,7500.0,,fallback_rule_area_insufficient_rs_labels_for_scenario,low,model_estimate_not_direct_observation,,,,missing,54499,昌平 type: 一般站 Lat: 40.216667 Lon: 116.216667 altitude: 76.2 alt_qiya: 77.4 县级: 昌平区 县级码: 110114 地级: 北京市 省级: 北京市,116.2167,40.2167,13.9003,1585.2032,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,552.7492682926829,0.5333588060118418,11.455902844341715,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45157,HydroWASTE_v1.0+local_area_calibration_v1,45157,Beijing,China,CHN,北京市,,,116.252,40.187,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,medium_oxidation_sbr,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,medium_10_100kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,5000<WASTE_DIS<=100000 m3/d，按中等规模氧化沟/SBR/延时曝气代理,27300.0,9964500.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,34951.0,8189.999999999999,34951.0,,ridge_log_area_calibrated_from_top500_rs_labels,medium,model_estimate_not_direct_observation,,,,missing,54499,昌平 type: 一般站 Lat: 40.216667 Lon: 116.216667 altitude: 76.2 alt_qiya: 77.4 县级: 昌平区 县级码: 110114 地级: 北京市 省级: 北京市,116.2167,40.2167,4.4595,1585.2032,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,552.7492682926829,0.5333588060118418,11.455902844341715,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45158,HydroWASTE_v1.0+local_area_calibration_v1,45158,Beijing,China,CHN,北京市,,,116.43,40.06,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,medium_oxidation_sbr,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,medium_10_100kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,5000<WASTE_DIS<=100000 m3/d，按中等规模氧化沟/SBR/延时曝气代理,12600.0,4599000.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,37800.0,3780.0,37800.0,,ridge_log_area_calibrated_from_top500_rs_labels,medium,model_estimate_not_direct_observation,,,,missing,54433,朝阳 type: 一般站 Lat: 39.95 Lon: 116.5 altitude: 35.3 alt_qiya: 36.3 县级: 朝阳区 县级码: 110105 地级: 北京市 省级: 北京市,116.5,39.95,13.6072,1829.7904,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,552.7492682926829,0.5333588060118418,11.455902844341715,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45159,HydroWASTE_v1.0+local_area_calibration_v1,45159,Beijing,China,CHN,北京市,,,116.452,40.126,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,medium_oxidation_sbr,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,small_lt_10kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,5000<WASTE_DIS<=100000 m3/d，按中等规模氧化沟/SBR/延时曝气代理,6000.0,2190000.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,18000.0,1800.0,18000.0,,ridge_log_area_calibrated_from_top500_rs_labels,medium,model_estimate_not_direct_observation,,,,missing,54398,顺义 type: 一般站 Lat: 40.133333 Lon: 116.616667 altitude: 28.6 alt_qiya: 29.6 县级: 顺义区 县级码: 110113 地级: 北京市 省级: 北京市,116.6167,40.1333,14.0234,1724.4703,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,576.5621951219512,0.5528205333939484,11.859506915042202,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
task2_inputs_v1,HW_CHN_45160,HydroWASTE_v1.0+local_area_calibration_v1,45160,Beijing,China,CHN,北京市,,,116.419,40.116,Not Reported,HydroWASTE LAT_WWTP/LON_WWTP,unassessed,QUAL_LOC=4: HydroWASTE did not assess China location quality,I_low_salinity_service,medium,municipal_wwtp,open_water_treatment_units,medium_oxidation_sbr,medium,model_hydrowaste_evap_impact_v2_timeseries.py::assign_process_scenario,medium_10_100kt_d,low_salinity_municipal_assumed,low,Secondary,high,,missing,municipal_wastewater,low_assumed,5000<WASTE_DIS<=100000 m3/d，按中等规模氧化沟/SBR/延时曝气代理,24700.0,9015500.0,HydroWASTE WASTE_DIS,high,,,,not_applicable_for_type_I_core,missing,,,,,missing,,,missing,48026.0,7410.0,48026.0,,ridge_log_area_calibrated_from_top500_rs_labels,medium,model_estimate_not_direct_observation,,,,missing,54398,顺义 type: 一般站 Lat: 40.133333 Lon: 116.616667 altitude: 28.6 alt_qiya: 29.6 县级: 顺义区 县级码: 110113 地级: 北京市 省级: 北京市,116.6167,40.1333,16.9167,1724.4703,1950-2025_available_record_mean,nearest station from local daily potential evaporation data,high,576.5621951219512,0.5528205333939484,11.859506915042202,pev_and_aux_p_rh_t_available,,,missing,,,,,,missing,北京市,北京市,北京市,type_i_municipal_default,ready_type_i_net_evap_core_missing_process_layer,discharge_standard_d;baseline_uec_kwh_m3;process_water_quality,low,poi_output/hydrowaste_area_calibration_v1/hydrowaste_2486_calibrated_area_v1.csv,Type I assignment and exposed area are model-based; do not treat as direct facility observations.,1984-2024,NASA_POWER_monthly_point_API,medium
