climate_station_id,process_type_p,facility_count,province_count,province_first,city_first,annual_wastewater_m3_year,process_electricity_kwh_year,process_electricity_carbon_tco2_year,station_name,station_name_full,longitude_deg,latitude_deg,station_facility_count,mean_match_distance_km,state_trend_quadrant,station_process_carbon_share_pct,process_carbon_10k_tco2_year,process_name_cn
50442,medium_oxidation_sbr,1,1,内蒙古自治区,,7811000.0,6876839.141971122,4455.50408008309,加格达奇,加格达奇 type: 基准站 Lat: 50.4 Lon: 124.116667 altitude: 371.7 alt_qiya: 372.7 县级: 鄂伦春自治旗 县级码: 150723 地级: 呼伦贝尔市 省级: 内蒙古自治区,124.1167,50.4,1,2.4302,positive_increase,100.0,0.44555040800830903,氧化沟/SBR
50468,medium_oxidation_sbr,1,1,黑龙江省,,9891500.0,8505284.231315631,4447.413124554944,爱辉,爱辉 type: 基本站 Lat: 50.25 Lon: 127.45 altitude: 166.4 alt_qiya: 167.4 县级: 爱辉区 县级码: 231102 地级: 黑河市 省级: 黑龙江省,127.45,50.25,1,11.9864,positive_increase,100.0,0.4447413124554944,氧化沟/SBR
50514,medium_oxidation_sbr,1,1,内蒙古自治区,,6205000.0,5590111.868175844,3621.833479391129,满洲里,满洲里 type: 基准站 Lat: 49.583333 Lon: 117.316667 altitude: 661.8 alt_qiya: 662.7 县级: 满洲里市 县级码: 150781 地级: 呼伦贝尔市 省级: 内蒙古自治区,117.3167,49.5833,1,12.805,positive_increase,100.0,0.3621833479391129,氧化沟/SBR
50526,medium_oxidation_sbr,1,1,内蒙古自治区,,5110000.0,4693876.965944437,3041.162886235401,牙克石市,牙克石市 type: 一般站 Lat: 49.283333 Lon: 120.7 altitude: 668.8 alt_qiya: 670.0 县级: 牙克石市 县级码: 150782 地级: 呼伦贝尔市 省级: 内蒙古自治区,120.7,49.2833,1,4.2797,positive_decline,100.0,0.3041162886235401,氧化沟/SBR
50527,medium_oxidation_sbr,1,1,内蒙古自治区,,16425000.0,13424797.148581928,8697.926072566232,海拉尔,海拉尔 type: 基准站 Lat: 49.25 Lon: 119.7 altitude: 649.6 alt_qiya: 650.2 县级: 陈巴尔虎旗 县级码: 150725 地级: 呼伦贝尔市 省级: 内蒙古自治区,119.7,49.25,2,9.82545,positive_increase,99.20830299590867,0.8697926072566231,氧化沟/SBR
50527,high_pond_lagoon,1,1,内蒙古自治区,,292000.0,107131.87668883352,69.41074290669523,海拉尔,海拉尔 type: 基准站 Lat: 49.25 Lon: 119.7 altitude: 649.6 alt_qiya: 650.2 县级: 陈巴尔虎旗 县级码: 150725 地级: 呼伦贝尔市 省级: 内蒙古自治区,119.7,49.25,2,9.82545,positive_increase,0.7916970040913284,0.006941074290669523,稳定塘/氧化塘
50557,medium_oxidation_sbr,1,1,内蒙古自治区,,4197500.0,3932280.8297704174,2547.724749608254,嫩江,嫩江 type: 基本站 Lat: 49.166667 Lon: 125.233333 altitude: 242.2 alt_qiya: 243.0 县级: 嫩江市 县级码: 231183 地级: 黑河市 省级: 黑龙江省,125.2333,49.1667,1,4.4983,positive_decline,100.0,0.2547724749608254,氧化沟/SBR
50639,medium_oxidation_sbr,1,1,内蒙古自治区,,15330000.0,12616556.331268825,8174.266847029072,扎兰屯,扎兰屯 type: 基本站 Lat: 48.0 Lon: 122.733333 altitude: 306.5 alt_qiya: 307.5 县级: 扎兰屯市 县级码: 150783 地级: 呼伦贝尔市 省级: 内蒙古自治区,122.7333,48.0,1,1.9081,positive_increase,100.0,0.8174266847029071,氧化沟/SBR
50645,medium_oxidation_sbr,1,1,内蒙古自治区,,2190000.0,2189538.545519339,1418.6020236419797,莫力达瓦达斡尔族自治旗,莫力达瓦达斡尔族自治旗 type: 一般站 Lat: 48.483333 Lon: 124.483333 altitude: 195.0 alt_qiya: 196.5 县级: 莫力达瓦达斡尔族自治旗 县级码: 150722 地级: 呼伦贝尔市 省级: 内蒙古自治区,124.4833,48.4833,1,4.9709,positive_decline,100.0,0.14186020236419797,氧化沟/SBR
50646,medium_oxidation_sbr,1,1,黑龙江省,,2920000.0,2836595.816431351,1483.2559524119536,讷河,讷河 type: 一般站 Lat: 48.483333 Lon: 124.85 altitude: 202.8 alt_qiya: 204.4 县级: 讷河市 县级码: 230281 地级: 齐齐哈尔市 省级: 黑龙江省,124.85,48.4833,1,0.8317,positive_decline,100.0,0.14832559524119535,氧化沟/SBR
